lines,Mode,name,region,year,lon,lat,url
First Hill Line,Streetcar,Broadway/Marion-First Hill,Seattle WA,2016,-122.3208,47.61,https://en.wikipedia.org/wiki/First_Hill_Streetcar
First Hill Line,Streetcar,Broadway/Pike/Pine-Capitol Hill,Seattle WA,2016,-122.3208,47.6143,https://en.wikipedia.org/wiki/First_Hill_Streetcar
First Hill Line,Streetcar,Broadway/Denny-Capitol Hill,Seattle WA,2016,-122.3208,47.6181,https://en.wikipedia.org/wiki/First_Hill_Streetcar
Cincinnati Streetcar,Streetcar,Findlay Market,NA,2016,-84.5184,39.1161,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Henry,NA,2016,-84.5204,39.1171,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Findlay Market,NA,2016,-84.5198,39.1149,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Liberty,NA,2016,-84.5176,39.1127,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Liberty,NA,2016,-84.5193,39.1127,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Washington Park,NA,2016,-84.5186,39.11,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Washington Park,NA,2016,-84.5166,39.1089,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,12th/Walnut,NA,2016,-84.514,39.1084,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,Central/Walnut,NA,2016,-84.5134,39.1072,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,12th,NA,2016,-84.5115,39.1086,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,9th,NA,2016,-84.5124,39.1055,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,9th,NA,2016,-84.5108,39.1057,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,7th,NA,2016,-84.512,39.104,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,6th,NA,2016,-84.5102,39.1032,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,5th,NA,2016,-84.5114,39.1014,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,4th,NA,2016,-84.5095,39.1006,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
Cincinnati Streetcar,Streetcar,The Banks,NA,2016,-84.5097,39.0983,https://en.wikipedia.org/wiki/Cincinnati_Bell_Connector
KC Streetcar,Streetcar,Union Station,NA,2016,-94.5842,39.0847,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,Crossroads,NA,2016,-94.5836,39.0904,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,Kauffman Center,NA,2016,-94.5835,39.0945,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,Power and Light,NA,2016,-94.5833,39.0973,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,Metro Center,NA,2016,-94.5832,39.0999,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,Library,NA,2016,-94.5831,39.1036,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,North Loop,NA,2016,-94.5831,39.1055,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,City Market,NA,2016,-94.5816,39.1085,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,River Market West,NA,2016,-94.5844,39.1089,https://en.wikipedia.org/wiki/KC_Streetcar
KC Streetcar,Streetcar,River Market North,NA,2016,-94.5822,39.1102,https://en.wikipedia.org/wiki/KC_Streetcar
Dallas Streetcar,Streetcar,Bishop Arts District,NA,2016,-96.8241,32.7495,https://en.wikipedia.org/wiki/Dallas_Streetcar
Dallas Streetcar,Streetcar,7th,NA,2016,-96.8241,32.7524,https://en.wikipedia.org/wiki/Dallas_Streetcar
Valley Metro Rail,Light Rail,19th Ave-Dunlap,Phoenix AZ,2016,-112.1011,33.5674,https://en.wikipedia.org/wiki/19th_Avenue/Dunlap_station
Valley Metro Rail,Light Rail,Northern,Phoenix AZ,2016,-112.0996,33.5528,https://en.wikipedia.org/wiki/Northern/19th_Avenue_station
Valley Metro Rail,Light Rail,Glendale,Phoenix AZ,2016,-112.0996,33.5381,https://en.wikipedia.org/wiki/Glendale/19th_Avenue_station
University Link,Light Rail,University of Washington,Seattle WA,2016,-122.3037,47.6498,https://en.wikipedia.org/wiki/University_of_Washington_station
South 200th Link,Light Rail,Angle Lake,Seattle WA,2016,-122.3,47.4223,https://en.wikipedia.org/wiki/Angle_Lake_station
BART,Heavy Rail,Warm Springs-South Fremont,Bay Area CA,2017,-121.9392,37.5019,https://en.wikipedia.org/wiki/Warm_Springs/South_Fremont_station
SMART,DMU Commuter Rail,San Rafael,Bay Area CA,2017,-122.5226,37.9719,https://en.wikipedia.org/wiki/San_Rafael_Transit_Center
SMART,DMU Commuter Rail,Marin Civic Center,Bay Area CA,2017,-122.5374,38.0015,https://en.wikipedia.org/wiki/Marin_Civic_Center_station
SMART,DMU Commuter Rail,Novato Hamilton,Bay Area CA,2017,-122.5248,38.0578,https://en.wikipedia.org/wiki/Novato_Hamilton_station
SMART,DMU Commuter Rail,Novato San Marin,Bay Area CA,2017,-122.566,38.119,https://en.wikipedia.org/wiki/Novato_San_Marin_station
SMART,DMU Commuter Rail,Petaluma Downtown,Bay Area CA,2017,-122.6367,38.2375,https://en.wikipedia.org/wiki/Petaluma_Downtown_station
SMART,DMU Commuter Rail,Cotati,Bay Area CA,2017,-122.6915,38.332,https://en.wikipedia.org/wiki/Cotati_station
SMART,DMU Commuter Rail,Rohnert Park,Bay Area CA,2017,-122.7015,38.3479,https://en.wikipedia.org/wiki/Rohnert_Park_station
SMART,DMU Commuter Rail,Santa Rosa Downtown,Bay Area CA,2017,-122.7222,38.4391,https://en.wikipedia.org/wiki/Santa_Rosa_Downtown_station
SMART,DMU Commuter Rail,Santa Rosa North,Bay Area CA,2017,-122.737,38.4561,https://en.wikipedia.org/wiki/Santa_Rosa_North_station
SMART,DMU Commuter Rail,Sonoma County Airport,Bay Area CA,2017,-122.7853,38.511,https://en.wikipedia.org/wiki/Sonoma_County_Airport_station
Brown/Green/Orange/Pink/Purple Lines,Heavy Rail,Washington/Wabash,Chicago IL,2017,-87.6262,41.8835,https://en.wikipedia.org/wiki/Washington/Wabash_station
Green Line,Light Rail,Cesar Chavez-67th Street,Houston TX,2017,-95.308,29.7375,https://en.wikipedia.org/wiki/Cesar_Chavez/67th_Street_station
Green Line,Light Rail,Magnolia Park Transit Center,Houston TX,2017,-95.3028,29.7359,https://en.wikipedia.org/wiki/Magnolia_Park_Transit_Center
R Line,Light Rail,Fitzsimons,Denver CO,2017,-104.8401,39.7549,https://en.wikipedia.org/wiki/R_Line_(RTD)
R Line,Light Rail,Colfax,Denver CO,2017,-104.8269,39.74,https://en.wikipedia.org/wiki/R_Line_(RTD)
R Line,Light Rail,13th Ave,Denver CO,2017,-104.8236,39.7349,https://en.wikipedia.org/wiki/R_Line_(RTD)
R Line,Light Rail,2nd Ave-Abilene,Denver CO,2017,-104.8256,39.7195,https://en.wikipedia.org/wiki/R_Line_(RTD)
R Line,Light Rail,Aurora Metro Center,Denver CO,2017,-104.819,39.7086,https://en.wikipedia.org/wiki/R_Line_(RTD)
H/R Lines,Light Rail,Florida,Denver CO,2017,-104.8285,39.6901,https://en.wikipedia.org/wiki/R_Line_(RTD)
H/R Lines,Light Rail,Iliff,Denver CO,2017,-104.8269,39.6733,https://en.wikipedia.org/wiki/R_Line_(RTD)
M-1 Rail,Streetcar,Grand,Detroit MI,2017,-83.0733,42.3702,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Amtrak,Detroit MI,2017,-83.0719,42.3681,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Amsterdam,Detroit MI,2017,-83.0708,42.3663,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Ferry,Detroit MI,2017,-83.0672,42.3612,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Warren,Detroit MI,2017,-83.0644,42.357,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Canfield,Detroit MI,2017,-83.0615,42.3527,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,"Martin Luther King, Jr.",Detroit MI,2017,-83.058,42.3474,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Sibley,Detroit MI,2017,-83.0539,42.3415,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Foxtown,Detroit MI,2017,-83.0522,42.339,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Grand Circus,Detroit MI,2017,-83.0501,42.3358,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Campus Martius,Detroit MI,2017,-83.0471,42.3321,https://en.wikipedia.org/wiki/QLine
M-1 Rail,Streetcar,Congress,Detroit MI,2017,-83.0456,42.3297,https://en.wikipedia.org/wiki/QLine
